turn_data,turn_number,board_number,wall_count,max_step,player_pos,adversary_pos,board_utility,time_taken,chosen_action
4_AB_Dpth_1_Brth_700_dpFalse_vs_p2,4,"1001 1000 1000 1000 1000 1000 1000 1000 1000 1000 1100 
0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0100 
0001 0000 0000 0000 0000 0000 0010 0000 0000 0010 0100 
0001 0000 0000 0000 0000 0000 1010 0000 0000 1000 0100 
0001 0000 0100 0111 0011 0010 1110 0001 0000 0000 0100 
0001 0000 0000 1000 1000 1000 1010 0000 0000 0000 0100 
0001 0000 0000 0000 0010 0000 1100 0001 0000 0000 0100 
0001 0010 0000 0000 1010 0000 0000 0000 0000 0000 0100 
0001 1000 0000 0000 1000 0000 0000 0000 0000 0000 0100 
0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0100 
0011 0010 0010 0010 0010 0010 0010 0010 0010 0010 0110 

",15,6,"(4, 6)","(5, 6)",-0.4392861377920076,1.087188720703125,"((4, 7), 1)"
