turn_data,turn_number,board_number,wall_count,max_step,player_pos,adversary_pos,board_utility,time_taken,chosen_action
28_AB_Dpth_1_Brth_600_dpFalse_vs_p2,28,"1001 1000 1000 1010 1010 1000 1010 1110 1001 1100 
0011 0000 0010 1000 1010 0000 1010 1000 0000 0100 
1011 0100 1001 0010 1010 0010 1010 0010 0100 0111 
1101 0011 0010 1110 1011 1000 1110 1011 0100 1101 
0101 1111 1011 1000 1010 0110 1001 1000 0100 0101 
0101 1001 1110 0101 1111 1001 0110 0101 0101 0101 
0011 0000 1110 0011 1010 0110 1101 0011 0100 0101 
1101 0001 1010 1010 1000 1010 0010 1000 0000 0100 
0001 0000 1000 1000 0100 1001 1000 0000 0000 0100 
0011 0110 0011 0010 0010 0010 0010 0010 0010 0110 

",35,5,"(8, 4)","(3, 0)",0.4844433641225085,0.48577451705932617,"((7, 1), 0)"
